Job Title,Location,Salary,Job Type,Job URL
Marketing Executive,Kuala Lumpur,RM 2800 - RM 3500,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-cadvision-systems-sdn-bhd-job-marketing-executive
Customer Relation (Livestreaming App),Kuala Lumpur,Undisclosed,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-mico-world-limited-job-customer-relation-livestreaming-app
Sales Executive,Selangor,Undisclosed,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-scientex-park-m-sdn-bhd-job-sales-executive
DIGITAL DEVELOPER ,Kuala Lumpur,Undisclosed,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-trinergy-job-digital-developer
Creative Strategy Planner - Advertising,Selangor,Undisclosed,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-imedia-asia-sdn-bhd-job-creative-strategy-planner-advertising
SENIOR CRM (MANDARIN SPEAKER),Kuala Lumpur,RM 4500 - RM 6500,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-tech-knot-solutions-job-senior-crm-mandarin-speaker
SENIOR DIGITAL CRM EXECUTIVE,Kuala Lumpur,RM 5000 - RM 7000,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-tech-knot-solutions-job-senior-digital-crm-executive
Junior Graphic Designer for Mobile Games,Selangor,N/A,N/A,https://my.hiredly.com/jobs/jobs-malaysia-segnel-creative-job-junior-graphic-designer-for-mobile-games-2
Sales Consultant,Kuala Lumpur,Undisclosed,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-the-makeover-guys-job-sales-consultant-35
Corporate Sales Executive (Software solution),Kuala Lumpur,RM 4500 - RM 7000,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-etctech-global-sdn-bhd-job-corporate-sales-executive-software-solution-0
Internship - Editor cum Copywriter (Mandarin) ,Selangor,RM 1000 - RM 1200,Internship,https://my.hiredly.com/jobs/jobs-malaysia-holidaygogogo-tours-sdn-bhd-job-internship-editor-cum-copywriter-mandarin
Social Media Communication Intern,Selangor,RM 700 - RM 896,Internship,https://my.hiredly.com/jobs/jobs-malaysia-milestone-production-job-social-media-communication-intern
Retail Sales Consultant 销售店员 - Kuala Lumpur,Kuala Lumpur,RM 2500 - RM 5000,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-osim-m-sdn-bhd-job-retail-sales-consultant-kuala-lumpur
Retail Sales Consultant 销售店员 - Cheras Leisure Mall,Selangor,RM 2500 - RM 4996,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-osim-m-sdn-bhd-job-retail-sales-consultant-cheras-leisure-mall
PROJECT MANAGER (SOFTWARE DEVELOPMENT),Kuala Lumpur,RM 5500 - RM 7500,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-etctech-global-sdn-bhd-job-project-manager-software-development-0
Graphic & Multimedia Designer Intern (Remote Work),Johor,RM 600 - RM 1000,Internship,https://my.hiredly.com/jobs/jobs-malaysia-gin-tonic-job-graphic-multimedia-designer-intern-remote-work
Virtual Assistant (Tiktok & Shopee),Selangor,Undisclosed,Freelance,https://my.hiredly.com/jobs/jobs-malaysia-rpg-commerce-job-virtual-assistant-tiktok-shopee
"Internship (Business, Marketing & e-Commerce)",Kuala Lumpur,Undisclosed,Internship,https://my.hiredly.com/jobs/jobs-malaysia-ouji-seiyaku-m-sdn-bhd-job-internship-business-marketing-e-commerce-7
Retail Sales Consultant 销售店员 - Klang,Selangor,RM 2500 - RM 4998,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-osim-m-sdn-bhd-job-retail-sales-consultant-klang
Tech Consultant (AV Solutions),Selangor,RM 4000 - RM 6000,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-kreateevee-sdn-bhd-job-tech-consultant-av-solutions
Motion Graphics Artist (Animator),Selangor,Undisclosed,Internship,https://my.hiredly.com/jobs/jobs-malaysia-purple-apple-enterprise-job-motion-graphics-artist-animator-0
Healthcare Recruiter,Selangor,Undisclosed,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-agensi-pekerjaan-keystone-career-sdn-bhd-job-healthcare-recruiter-0
Senior E-Commerce Executive,Kuala Lumpur,RM 4800 - RM 5500,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-muji-malaysia-sdn-bhd-job-senior-e-commerce-executive
Finance Executive,Kuala Lumpur,RM 3800 - RM 4500,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-fatfish-group-limited-job-finance-executive-4
Logistics Manager,Selangor,Undisclosed,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-beryl-s-chocolate-confectionery-sdn-bhd-job-logistics-manager
Chief Cashier,Selangor,RM 1500 - RM 1900,Internship,https://my.hiredly.com/jobs/jobs-malaysia-whole-foods-express-sdn-bhd-job-chief-cashier
Retail Sales Consultant 销售店员 - Melaka,Malacca,RM 2250 - RM 4999,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-osim-m-sdn-bhd-job-retail-sales-consultant-melaka
Sales Coordinator,Selangor,RM 2600 - RM 3200,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-simplekeyz-property-management-sdn-bhd-job-sales-coordinator
Finance / Account (Assistant/Executive),Kuala Lumpur,RM 4000,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-monroe-consulting-group-malaysia-job-finance-account-assistant-executive-0
UI/UX Designer Internship,Selangor,RM 500 - RM 1000,Internship,https://my.hiredly.com/jobs/jobs-malaysia-orangesoft-job-ui-ux-designer-internship-4
Graphic Design Intern,Selangor,RM 700 - RM 800,Internship,https://my.hiredly.com/jobs/jobs-malaysia-lumiworks-sdn-bhd-job-graphic-design-intern
Admin Intern,Selangor,RM 1500,Internship,https://my.hiredly.com/jobs/jobs-malaysia-new-hoong-fatt-auto-supplies-sdn-bhd-job-admin-intern
Retail Sales Consultant 销售店员 - Sarawak,Sarawak,RM 1950 - RM 4998,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-osim-m-sdn-bhd-job-retail-sales-consultant-sarawak
Social Media & Content Creation Intern,Selangor,RM 600 - RM 1000,Internship,https://my.hiredly.com/jobs/jobs-malaysia-macoin-technologies-holdings-sdn-bhd-job-social-media-content-creation-intern
Paid Internship ,Selangor,RM 500 - RM 1000,Internship,https://my.hiredly.com/jobs/jobs-malaysia-mossery-job-paid-internship-0
"Retail Sales Consultant 销售店员 - Sunway Pyramid, IOI Puchong",Selangor,RM 2500 - RM 5000,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-osim-m-sdn-bhd-job-retail-sales-consultant-sunway-pyramid-ioi-puchong
Sales Support Executive,Selangor,RM 2800 - RM 4000,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-alpha-home-appliances-sdn-bhd-job-sales-support-executive
Senior Marketing Executive,Kuala Lumpur,RM 4000 - RM 5000,Internship,https://my.hiredly.com/jobs/jobs-malaysia-whole-foods-express-sdn-bhd-job-senior-marketing-executive
Retail Sales Consultant 销售店员 - Sabah,Sabah,N/A,N/A,https://my.hiredly.com/jobs/jobs-malaysia-osim-m-sdn-bhd-job-retail-sales-consultant-sabah
Graphic Design Intern,Selangor,RM 700 - RM 800,Internship,https://my.hiredly.com/jobs/jobs-malaysia-virtualtech-frontier-sdn-bhd-job-graphic-design-intern
SENIOR PHP WEB DEVELOPER,Kuala Lumpur,RM 4500 - RM 7000,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-etctech-global-sdn-bhd-job-senior-php-web-developer-0
Live Streaming Host / Accountant / Full time ,Selangor,RM 3000 - RM 6000,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-dukoo-media-sdn-bhd-job-live-streaming-host-accountant-full-time
Interior Designer,Selangor,RM 500,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-big-design-interior-job-interior-designer
Senior Finance Executive,Selangor,Undisclosed,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-imedia-asia-sdn-bhd-job-senior-finance-executive-0
Multimedia Design Intern,Selangor,Undisclosed,Internship,https://my.hiredly.com/jobs/jobs-malaysia-dreamory-entertainment-group-sdn-bhd-job-multimedia-design-intern-0
Mandarin Speaking Operation Executive,Kuala Lumpur,RM 3000 - RM 4200,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-linc-shared-services-job-mandarin-speaking-operation-executive-0
HR & Admin Intern,Kuala Lumpur,RM 1000,Internship,https://my.hiredly.com/jobs/jobs-malaysia-strattonshire-ventures-job-hr-admin-intern
Mandarin Sales Representative,Selangor,RM 2500 - RM 5000,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-migrity-sdn-bhd-job-mandarin-sales-representative
Culture Executive (Recruitment Specialist),Selangor,RM 2800 - RM 3200,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-myra-job-culture-executive-recruitment-specialist
Mandarin Speaking Senior Account Executive (Jalan Ampang),Kuala Lumpur,RM 3500 - RM 5000,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-linc-shared-services-job-mandarin-speaking-senior-account-executive-jalan-ampang-1
Intern Social Media,Selangor,RM 1250,Internship,https://my.hiredly.com/jobs/jobs-malaysia-project-liber8-job-intern-social-media-0
Warehouse Packing Associate,Selangor,RM 1800 - RM 2500,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-dukoo-media-sdn-bhd-job-warehouse-packing-associate
Creative Intern 😎,Kuala Lumpur,RM 600 - RM 800,Internship,https://my.hiredly.com/jobs/jobs-malaysia-next-level-media-job-creative-intern
Digital Multimedia Internship,Selangor,RM 700 - RM 800,Internship,https://my.hiredly.com/jobs/jobs-malaysia-tonasco-malaysia-sdn-bhd-job-digital-multimedia-internship-0
"Preferred Relationship Manager, Jalan Dato Bandar Tunggal Branch MY",Kuala Lumpur,Undisclosed,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-cimb-job-preferred-relationship-manager-jalan-dato-bandar-tunggal-branch-my
E-Commerce Internship,Selangor,RM 1000,Internship,https://my.hiredly.com/jobs/jobs-malaysia-medicos-job-e-commerce-internship-0
tiktok internship and designer internship,Kuala Lumpur,RM 700 - RM 800,Internship,https://my.hiredly.com/jobs/jobs-malaysia-digital-ads-sdn-bhd-job-tiktok-internship-and-designer-internship
Interior Design Intern,Selangor,Undisclosed,Internship,https://my.hiredly.com/jobs/jobs-malaysia-zus-coffee-job-interior-design-intern-3
Marketing Executive (Mandarin Speaker),Selangor,RM 3000 - RM 4000,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-fujiaire-global-sdn-bhd-job-marketing-executive-mandarin-speaker
Retail Assistance,Selangor,RM 2000 - RM 2500,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-over-job-retail-assistance
Senior Interior Designer,Selangor,Undisclosed,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-big-design-interior-job-senior-interior-designer
Account Assistant,Selangor,Undisclosed,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-alqasas-management-services-sdn-bhd-job-account-assistant
Captain / Service Crew,Kuala Lumpur,RM 2300 - RM 3000,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-ottotree-entertainment-sdn-bhd-loudspeaker-job-captain-service-crew
E-Commerce cum Live Host Specialist,Selangor,RM 2500 - RM 4000,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-koopers-distribution-sdn-bhd-job-e-commerce-cum-live-host-specialist
Digital Marketing/ Content Creator Intern,Selangor,RM 800,Internship,https://my.hiredly.com/jobs/jobs-malaysia-koopers-distribution-sdn-bhd-job-digital-marketing-content-creator-intern
Graphic Designer,Selangor,RM 3000 - RM 4000,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-artiq-air-job-graphic-designer
Sales Executive/Business Development,Kuala Lumpur,RM 3500 - RM 9000,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-the-next-six-sdn-bhd-job-sales-executive-business-development
Sales & Business Development Executive,Kuala Lumpur,RM 3500 - RM 5500,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-global-resources-management-sdn-bhd-job-sales-business-development-executive
Administrative Assistant 运营行政助理 ,Selangor,RM 2500 - RM 3000,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-elton-mfg-m-sdn-bhd-job-administrative-assistant
Telesales Executive,Kuala Lumpur,Undisclosed,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-ocbc-bank-job-telesales-executive
Remittance Processing (Fresh Graduate),Kuala Lumpur,RM 3000 - RM 3500,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-ocbc-bank-job-remittance-processing-fresh-graduate
Business Dvevlopment Manager,Kuala Lumpur,Undisclosed,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-xcurrency-tech-limited-job-business-dvevlopment-manager
Writer/Content Creator,Selangor,RM 2400 - RM 4000,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-vimage-beauty-sdn-bhd-job-writer-content-creator
Application Engineer (CAM),Kuala Lumpur,RM 2800 - RM 3500,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-cadvision-systems-sdn-bhd-job-application-engineer-cam
Application Engineer (CAD),Kuala Lumpur,RM 2800 - RM 3500,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-cadvision-systems-sdn-bhd-job-application-engineer-cad
Performance Marketing Specialist,Kuala Lumpur,RM 4000 - RM 7000,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-finexis-advisory-job-performance-marketing-specialist
Bodyguard,Kuala Lumpur,RM 5000 - RM 6500,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-v-capital-kronos-berhad-job-bodyguard-0
Technical Maintenance Program 2024,Selangor,Undisclosed,Part-Time,https://my.hiredly.com/jobs/jobs-malaysia-schindler-business-services-centre-job-technical-maintenance-program-2024
Marketing Intern,Selangor,RM 500 - RM 1000,Internship,https://my.hiredly.com/jobs/jobs-malaysia-orangesoft-job-marketing-intern
Communications and Social Media Intern,Kuala Lumpur,RM 900 - RM 1000,Internship,https://my.hiredly.com/jobs/jobs-malaysia-strattonshire-ventures-job-communications-and-social-media-intern
Video Editor Internship,Selangor,RM 1500 - RM 1800,Internship,https://my.hiredly.com/jobs/jobs-malaysia-ecom-empire-sdn-bhd-job-video-editor-internship
Project Assistant,Selangor,RM 2500,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-zeq-holdings-sdn-bhd-job-project-assistant
Internship for E-commerce ,Penang,RM 500 - RM 800,Internship,https://my.hiredly.com/jobs/jobs-malaysia-wealth-mastery-academy-wma-job-internship-for-e-commerce
Business Development (Event Industry),Selangor,Undisclosed,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-qlic-solution-job-business-development-event-industry-3
Web Developer Internship,Selangor,RM 500 - RM 1000,Internship,https://my.hiredly.com/jobs/jobs-malaysia-orangesoft-job-web-developer-internship-29
Multimedia Graphic Designer cum Marketing Intern,Selangor,RM 1000,Internship,https://my.hiredly.com/jobs/jobs-malaysia-gung-jewellery-job-multimedia-graphic-designer-cum-marketing-intern-2
Creative Design Internship (Event Industry),Selangor,RM 800 - RM 1000,Internship,https://my.hiredly.com/jobs/jobs-malaysia-qlic-solution-job-creative-design-internship-event-industry-7
Real Estate Negotiator with Free FB HOT Leads,Selangor,RM 6K - RM 12K,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-mindheart-properties-sdn-bhd-job-real-estate-negotiator-with-free-fb-hot-leads-27
Internship - Digital Marketing,Selangor,Undisclosed,Internship,https://my.hiredly.com/jobs/jobs-malaysia-theblacksheep-job-internship-digital-marketing
Customer Success Associate (Hybrid),Selangor,RM 2800 - RM 3500,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-biztory-job-customer-success-associate-hybrid
Software Engineer,Kuala Lumpur,RM 5500 - RM 8200,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-talentbank-job-software-engineer
Personal Assistant,Kuala Lumpur,RM 2500 - RM 3500,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-lunix-luminous-sdn-bhd-1530835-m-job-personal-assistant
Internship - Finance & Admin,Selangor,Undisclosed,Internship,https://my.hiredly.com/jobs/jobs-malaysia-theblacksheep-job-internship-finance-admin
Business Development Executive,Kuala Lumpur,Undisclosed,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-funnow-sea-sdn-bhd-job-business-development-executive-0
Event Management Internship (own transport needed),Selangor,RM 1000 - RM 1200,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-hometaste-job-event-management-internship-own-transport-needed
Office Administrator/Administrative Assistant,Selangor,RM 1800 - RM 3000,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-nja-business-solutions-sdn-bhd-job-office-administrator-administrative-assistant
Graphic and UIUX Website Designer,Selangor,RM 3500 - RM 4500,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-ecomillennial-sdn-bhd-job-graphic-and-uiux-website-designer
Customer Success Intern (Sales/ Business Development team),Selangor,RM 900,Internship,https://my.hiredly.com/jobs/jobs-malaysia-innity-sdn-bhd-job-customer-success-intern-sales-business-development-team
Data Engineer,Kuala Lumpur,RM 4000 - RM 7999,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-talentbank-job-data-engineer
Internship - Performance Marketing,Selangor,Undisclosed,Internship,https://my.hiredly.com/jobs/jobs-malaysia-theblacksheep-job-internship-performance-marketing
Marketing and Business Development Intern,Selangor,RM 500 - RM 800,Internship,https://my.hiredly.com/jobs/jobs-malaysia-wunderbath-job-marketing-and-business-development-intern
Mechanical Engineering,Kuala Lumpur,RM 4000 - RM 6000,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-talentbank-job-mechanical-engineering
Business Analyst / Business Admin Internship (Immediate Intake),Selangor,Undisclosed,Internship,https://my.hiredly.com/jobs/jobs-malaysia-innity-sdn-bhd-job-business-analyst-business-admin-internship-immediate-intake
Creative Marketing Internship (Event Industry),Selangor,RM 800 - RM 1000,Internship,https://my.hiredly.com/jobs/jobs-malaysia-qlic-solution-job-creative-marketing-internship-event-industry-11
Internship - Social Media Marketing,Selangor,Undisclosed,Internship,https://my.hiredly.com/jobs/jobs-malaysia-theblacksheep-job-internship-social-media-marketing
Web Development Intern,Kuala Lumpur,RM 600 - RM 800,Internship,https://my.hiredly.com/jobs/jobs-malaysia-cloudix-digital-sdn-bhd-job-web-development-intern-0
Performance Marketing Executive,Kuala Lumpur,RM 3500 - RM 4300,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-cloudix-digital-sdn-bhd-job-performance-marketing-executive
Senior Account Executive,Selangor,RM 4000 - RM 4800,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-gplex-properties-sdn-bhd-job-senior-account-executive
Senior Social Media Associate,Kuala Lumpur,Undisclosed,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-loki-digital-sdn-bhd-job-senior-social-media-associate-0
Accounting Intern,Selangor,N/A,N/A,https://my.hiredly.com/jobs/jobs-malaysia-biztory-job-accounting-intern-0
ENTERPRISE SALES ASSISTANT MANAGER (TECHNOLOGY & SERVICES),Selangor,RM 5000 - RM 7000,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-snatch-park-bizsolutions-sdn-bhd-job-enterprise-sales-assistant-manager-technology-services
Senior 3D Designer (3Ds Max),Kuala Lumpur,RM 3500 - RM 5000,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-cogue-studio-sdn-bhd-job-senior-3d-designer-3ds-max
Influencer Marketing Internship,Selangor,RM 800,Internship,https://my.hiredly.com/jobs/jobs-malaysia-gushcloud-malaysia-sdn-bhd-job-influencer-marketing-internship-4
"Treasury Relationship Manager, CSD - Preferred Sales MY",Kuala Lumpur,Undisclosed,Full-Time,https://my.hiredly.com/jobs/jobs-malaysia-cimb-job-treasury-relationship-manager-csd-preferred-sales-my-0
